Size,AvgCPUTime_s,MaxCPUTime_s,AvgCost,MaxCost,InstanceCount
698,1.126796,2.224011,3.80,4,10
699,1.610670,2.092264,3.90,4,10
700,0.893710,2.124919,4.00,4,10
701,1.036974,2.269206,3.80,4,10
702,1.500817,2.938118,3.70,4,10
703,1.265106,2.432482,3.90,4,10
704,1.429129,3.036402,3.70,4,10
705,1.555579,2.315416,3.70,4,10
706,1.188622,2.995052,3.80,4,10
707,1.085419,2.436433,4.00,4,10
708,1.260677,2.269048,3.90,4,10
709,1.722995,2.262119,3.70,4,10
710,1.197250,2.024220,3.90,4,10
711,0.877780,2.236229,3.90,4,10
712,1.188540,2.200094,3.80,4,10
713,1.575941,2.392307,3.70,4,10
714,1.489119,2.143991,3.80,4,10
715,1.111562,2.307728,3.80,4,10
716,0.935422,2.327761,4.00,4,10
717,1.904378,3.380025,3.80,4,10
718,1.407862,2.436827,3.80,4,10
719,1.290293,2.160580,4.00,4,10
720,1.503932,2.187431,3.80,4,10
721,1.506863,2.332141,3.80,4,10
722,1.738704,2.382547,3.80,4,10
723,1.356536,2.479797,3.70,4,10
724,1.216633,2.149798,4.00,4,10
725,1.698834,2.471997,3.80,4,10
726,1.499600,2.396149,3.70,4,10
727,2.141346,3.403276,3.80,4,10
728,2.222591,3.497410,3.80,4,10
729,1.494018,2.629871,3.90,4,10
730,1.712694,3.558168,3.90,4,10
731,1.967548,3.365890,3.80,4,10
732,1.381275,2.146201,3.80,4,10
733,1.601382,2.554694,3.80,4,10
734,1.512519,2.547849,3.80,4,10
735,1.654317,3.256280,3.90,4,10
736,2.086853,3.717691,3.90,4,10
737,2.320103,3.617928,3.90,4,10
738,2.788585,3.587875,3.80,4,10
739,1.906764,3.362122,4.00,4,10
740,2.260403,3.663478,3.70,4,10
741,1.323455,3.010544,4.00,4,10
742,2.127142,3.098497,3.90,4,10
743,1.720940,2.610623,3.80,4,10
744,1.475830,2.618586,3.80,4,10
745,0.955531,2.474242,3.90,4,10
746,1.594951,3.091274,3.80,4,10
747,1.807537,3.102696,4.00,4,10
748,1.888281,3.587698,3.90,4,10
749,1.299989,2.595419,3.90,4,10
750,1.477481,2.154393,3.80,4,10
751,1.219606,2.617899,3.90,4,10
752,1.781200,2.501876,3.80,4,10
753,1.598656,2.666268,3.80,4,10
754,1.826074,3.687757,3.90,4,10
755,1.773401,3.166767,3.70,4,10
756,1.259141,2.101095,3.90,4,10
757,1.879298,3.845155,3.90,4,10
758,2.041768,3.280854,3.90,4,10
759,1.121881,2.444316,4.00,4,10
760,1.585502,3.601422,3.80,4,10
761,1.758452,2.920581,3.90,4,10
762,1.662447,3.117093,3.90,4,10
763,1.594452,2.457306,3.90,4,10
764,2.521044,3.957595,3.80,4,10
765,1.979471,3.668745,3.90,4,10
766,2.249620,3.727635,3.70,4,10
767,1.240455,2.283431,3.90,4,10
768,1.259617,2.611130,3.80,4,10
769,1.682132,2.526203,3.80,4,10
770,1.458191,2.702466,3.90,4,10
771,1.380254,2.846464,3.80,4,10
772,2.011345,3.923347,3.90,4,10
773,1.892737,2.936630,4.00,4,10
774,1.541899,2.745032,3.90,4,10
775,1.987256,3.644476,3.80,4,10
776,1.942106,3.182449,3.80,4,10
777,1.651760,2.653799,3.80,4,10
778,1.844084,2.774586,3.60,4,10
779,1.817756,2.797345,3.60,4,10
780,1.742772,2.843846,3.60,4,10
781,1.970664,3.914417,3.70,4,10
782,1.732491,3.698318,3.90,4,10
783,2.022925,3.055797,3.90,4,10
784,1.285591,2.777781,3.80,4,10
785,1.448147,2.501352,3.90,4,10
786,1.906626,2.665674,3.60,4,10
787,1.218733,2.920687,3.80,4,10
788,1.322400,2.976626,3.90,4,10
789,1.166707,2.218274,3.90,4,10
790,1.282295,2.322398,4.00,4,10
791,1.746872,2.872304,3.80,4,10
792,1.466256,2.807482,4.00,4,10
793,2.474656,4.158235,3.50,4,10
794,2.095563,2.910771,3.60,4,10
795,2.086338,2.860220,3.70,4,10
796,1.206619,2.757242,3.90,4,10
797,1.643716,2.755355,3.80,4,10
798,1.592361,2.899652,3.90,4,10
799,1.625693,2.701014,3.90,4,10
800,2.113809,4.169857,3.90,4,10
801,2.396013,3.802679,3.80,4,10
802,2.174543,3.206141,4.00,4,10
803,2.444184,3.867570,3.60,4,10
804,1.519438,2.883214,3.80,4,10
805,1.801419,3.785401,4.00,4,10
806,1.281468,2.589316,4.00,4,10
807,1.667713,2.555062,3.90,4,10
808,1.997707,4.165927,3.70,4,10
809,2.417378,4.047947,4.00,4,10
810,2.094071,4.135894,3.70,4,10
811,1.908468,4.309371,3.80,4,10
812,2.832875,4.055890,3.90,4,10
813,2.020816,3.041302,3.80,4,10
814,1.601111,2.937192,3.90,4,10
815,1.777528,2.884677,3.80,4,10
816,1.771255,3.083417,3.70,4,10
817,2.095210,4.025753,3.90,4,10
818,1.242347,2.860875,4.00,4,10
819,2.071091,2.996335,3.80,4,10
820,1.504843,2.714637,3.90,4,10
821,1.377528,2.794023,4.00,4,10
822,2.336695,4.563605,3.80,4,10
823,2.752342,4.431151,3.90,4,10
824,2.429711,4.403467,3.80,4,10
825,2.422531,4.646122,3.80,4,10
826,2.366807,4.170806,3.90,4,10
827,2.614360,4.418406,3.60,4,10
828,2.247845,4.261109,3.70,4,10
829,2.624282,4.297105,3.90,4,10
830,2.493471,4.470765,3.70,4,10
831,1.821656,3.116471,3.70,4,10
832,1.656971,2.697636,4.00,4,10
833,3.008276,4.515471,3.90,4,10
834,2.822744,3.597663,4.00,4,10
835,2.291524,3.912058,3.90,4,10
836,2.101015,3.896344,3.80,4,10
837,2.080600,3.132446,4.00,4,10
838,2.037224,3.259022,3.80,4,10
839,2.149052,3.272940,3.70,4,10
840,1.764268,3.077166,3.90,4,10
841,2.552590,4.534416,3.90,4,10
842,3.247933,4.249915,3.80,4,10
843,2.027149,4.497965,4.00,4,10
844,3.296035,4.846694,3.60,4,10
845,2.372030,3.815312,3.90,4,10
846,1.923542,4.170682,3.90,4,10
847,2.780765,4.313621,3.90,4,10
848,2.325848,4.182557,3.90,4,10
849,1.646670,3.691910,4.00,4,10
850,2.906338,4.655112,3.70,4,10
851,2.192783,3.825452,3.70,4,10
852,2.599328,4.213499,3.90,4,10
853,2.156243,3.333910,3.90,4,10
854,1.627014,2.939042,3.90,4,10
855,1.522616,3.100679,4.00,4,10
856,2.352583,4.496140,3.90,4,10
857,1.963913,4.088961,4.00,4,10
858,2.400895,3.870323,4.00,4,10
859,3.209372,4.936950,3.70,4,10
860,2.435705,4.623724,4.00,4,10
861,2.242941,4.070003,3.90,4,10
862,1.935483,4.178797,3.90,4,10
863,1.527243,3.415940,3.80,4,10
864,2.026687,3.124695,3.90,4,10
865,1.819767,3.520228,3.70,4,10
866,1.844289,4.601420,3.90,4,10
867,2.539479,4.320474,3.80,4,10
868,2.754487,4.787513,3.90,4,10
869,2.664627,4.819581,3.70,4,10
870,1.754185,3.425120,3.90,4,10
871,2.043118,3.378969,3.80,4,10
872,1.851250,3.466418,3.80,4,10
873,1.693339,3.759358,3.80,4,10
874,2.246763,3.552160,3.90,4,10
875,1.796788,3.097253,4.00,4,10
876,2.760877,4.735779,4.00,4,10
877,2.560282,3.842507,3.70,4,10
878,1.773556,2.876967,4.00,4,10
879,1.648380,3.158145,3.90,4,10
880,1.942981,3.609432,3.80,4,10
881,2.073888,3.316126,3.90,4,10
882,2.280124,5.260431,3.80,4,10
883,1.859259,3.448728,3.90,4,10
884,1.933044,3.593278,3.80,4,10
885,1.622645,3.767691,3.80,4,10
886,2.158591,3.457173,3.70,4,10
887,2.674092,3.724172,3.70,4,10
888,2.661495,3.719579,3.80,4,10
889,1.952594,3.693633,3.90,4,10
890,2.017308,4.666082,3.80,4,10
891,2.477090,5.135965,3.80,4,10
892,2.597207,5.025542,3.90,4,10
893,2.932791,5.469467,3.70,4,10
894,2.763733,5.074739,3.70,4,10
895,2.433763,5.141048,4.00,4,10
896,2.822979,5.088137,3.70,4,10
897,2.568617,4.857279,3.90,4,10
898,3.015194,5.432138,3.80,4,10
899,2.422589,5.009340,4.00,4,10
900,2.625933,4.967109,3.70,4,10
901,3.448305,5.462848,3.80,4,10
902,3.072653,5.434627,3.60,4,10
903,2.591257,5.393198,3.80,4,10
904,1.744712,3.831230,3.80,4,10
905,1.933515,3.830464,3.90,4,10
906,1.626771,3.721075,3.60,4,10
907,2.787136,3.879326,3.60,4,10
908,2.022652,3.002945,4.00,4,10
909,2.069775,3.726617,3.90,4,10
910,1.717737,3.010394,3.90,4,10
911,2.119366,3.768804,3.80,4,10
912,2.217409,3.497593,3.60,4,10
913,1.826662,2.648121,4.00,4,10
914,1.998303,3.925176,3.70,4,10
915,3.064355,5.448491,3.90,4,10
916,2.773385,5.466511,3.80,4,10
917,3.414559,5.192670,4.00,4,10
918,3.828691,5.155682,3.90,4,10
919,2.561832,3.744811,3.90,4,10
920,2.697353,4.036968,3.70,4,10
921,2.375045,4.022687,3.80,4,10
922,2.531750,3.891690,3.60,4,10
923,2.026803,3.647277,3.70,4,10
924,2.195415,3.931323,4.00,4,10
925,1.789364,3.762541,4.00,4,10
926,2.419097,3.834401,3.70,4,10
927,2.156881,3.410250,3.90,4,10
928,1.829111,4.211822,3.80,4,10
929,2.254928,3.426708,3.90,4,10
930,1.912469,3.440288,4.00,4,10
931,2.093336,4.206340,3.80,4,10
932,1.643832,3.671117,4.00,4,10
933,2.404895,5.903939,3.90,4,10
934,3.009110,5.206109,3.80,4,10
935,2.101226,3.651310,3.70,4,10
936,2.386487,5.126630,3.80,4,10
937,3.023599,4.488661,3.60,4,10
938,1.985409,4.622463,3.80,4,10
939,1.872279,3.752223,3.90,4,10
940,2.808568,5.199703,3.80,4,10
941,2.099485,4.086185,4.00,4,10
942,2.692056,4.114995,3.60,4,10
943,1.911465,3.363317,4.00,4,10
944,2.585825,4.007436,3.90,4,10
945,2.118241,3.612950,3.90,4,10
946,2.604157,3.668346,4.00,4,10
947,2.475334,4.116555,3.70,4,10
948,1.937279,3.995943,4.00,4,10
949,2.289728,5.003048,3.90,4,10
950,3.366969,6.116271,3.70,4,10
951,2.659588,4.603376,3.70,4,10
952,2.566015,4.134230,3.90,4,10
953,2.685650,4.483416,3.90,4,10
954,2.667296,4.281362,4.00,4,10
955,2.749837,4.507644,3.50,4,10
956,2.060074,4.121502,3.90,4,10
957,1.916377,3.280133,3.90,4,10
958,3.147669,4.193382,3.70,4,10
959,2.308273,3.921434,3.90,4,10
960,2.170565,4.312744,3.80,4,10
961,3.029579,4.325302,3.90,4,10
962,2.593867,4.224568,3.80,4,10
963,2.504460,4.143017,3.70,4,10
964,2.705906,4.185814,4.00,4,10
965,2.148947,3.665229,3.90,4,10
966,1.905575,2.899743,3.80,4,10
967,1.581369,3.762950,3.90,4,10
968,2.239170,4.348374,3.80,4,10
969,3.102890,4.322529,3.70,4,10
970,2.115882,4.270886,3.90,4,10
971,2.166035,3.847804,3.80,4,10
972,1.702333,3.089556,4.00,4,10
973,2.511355,4.414949,3.60,4,10
974,2.812338,4.438551,3.80,4,10
975,2.121530,3.868004,4.00,4,10
976,1.867997,3.615201,3.90,4,10
977,1.926063,3.233079,3.90,4,10
978,2.269679,4.103034,3.80,4,10
979,2.480991,4.379187,3.80,4,10
980,2.074642,4.448221,3.90,4,10
981,2.306573,4.416514,3.80,4,10
982,2.090685,3.833787,3.90,4,10
983,2.810889,4.276413,3.80,4,10
984,1.823698,3.300706,3.90,4,10
985,3.214390,4.562879,3.70,4,10
986,2.481869,4.649130,3.80,4,10
987,3.554791,4.593102,3.70,4,10
988,2.184128,4.204402,3.60,4,10
989,2.381312,4.801631,3.80,4,10
990,2.262639,4.413619,3.90,4,10
991,2.958323,4.524726,3.80,4,10
992,2.679414,4.574472,3.80,4,10
993,2.588284,4.524068,4.00,4,10
994,2.951152,4.731046,3.70,4,10
995,2.180756,4.383871,3.80,4,10
996,2.925193,4.226504,3.80,4,10
997,2.416854,4.527358,3.80,4,10
998,3.311266,4.782744,3.80,4,10
999,3.249701,4.716987,3.80,4,10
1000,2.875865,4.676517,3.60,4,10
