Size,AvgCPUTime_s,MaxCPUTime_s,AvgCost,MaxCost,InstanceCount
229,0.073967,0.099943,7.80,8,10
230,0.055718,0.077415,7.70,8,10
231,0.050541,0.078291,7.80,8,10
232,0.054369,0.071919,7.70,8,10
233,0.055584,0.070011,7.70,8,10
234,0.054713,0.069253,7.70,8,10
235,0.059941,0.078824,7.80,8,10
236,0.053169,0.075294,7.80,8,10
237,0.048328,0.049378,7.80,8,10
238,0.052527,0.073094,7.60,8,10
239,0.053562,0.074689,7.90,8,10
240,0.053443,0.072133,7.70,8,10
241,0.051762,0.069821,7.90,8,10
242,0.053828,0.075541,7.60,8,10
243,0.054478,0.072761,7.80,8,10
244,0.061913,0.105893,7.80,8,10
245,0.074187,0.098527,7.80,8,10
246,0.078492,0.103958,8.00,8,10
247,0.075614,0.101587,8.00,8,10
248,0.083220,0.105642,7.80,8,10
249,0.078393,0.105041,7.90,8,10
250,0.081548,0.106034,8.00,8,10
251,0.089535,0.106241,7.80,8,10
252,0.085785,0.106179,7.80,8,10
253,0.082646,0.107048,7.80,8,10
254,0.078809,0.111414,7.70,8,10
255,0.083913,0.120132,8.00,8,10
256,0.088984,0.114538,8.00,8,10
257,0.084472,0.117625,8.00,8,10
258,0.088052,0.114239,8.00,8,10
259,0.087959,0.115223,7.90,8,10
260,0.091510,0.117733,7.80,8,10
261,0.077405,0.079780,7.90,8,10
262,0.086987,0.109585,7.90,8,10
263,0.081058,0.119764,8.00,8,10
264,0.071407,0.106386,7.90,8,10
265,0.069925,0.098470,8.00,8,10
266,0.067952,0.094982,8.00,8,10
267,0.070059,0.108649,8.00,8,10
268,0.074462,0.102047,7.90,8,10
269,0.061327,0.063914,8.00,8,10
270,0.082881,0.100657,7.80,8,10
271,0.073620,0.105601,7.90,8,10
272,0.094524,0.119533,7.90,8,10
273,0.088154,0.113506,8.00,8,10
274,0.095356,0.126651,8.00,8,10
275,0.094058,0.122421,8.00,8,10
276,0.090814,0.111832,8.00,8,10
277,0.093186,0.117674,8.00,8,10
278,0.086083,0.111905,8.00,8,10
279,0.087240,0.110113,8.00,8,10
280,0.092283,0.112006,8.00,8,10
281,0.091557,0.118865,8.00,8,10
282,0.093012,0.113530,7.90,8,10
283,0.091908,0.116037,8.00,8,10
284,0.093873,0.116999,8.00,8,10
285,0.091349,0.129607,8.00,8,10
286,0.089500,0.120346,8.00,8,10
287,0.088255,0.113001,8.00,8,10
288,0.094468,0.117534,8.00,8,10
289,0.091125,0.117189,8.00,8,10
290,0.092333,0.117788,8.00,8,10
291,0.099611,0.121102,8.00,8,10
292,0.100390,0.121821,8.00,8,10
293,0.101420,0.123463,8.00,8,10
294,0.085287,0.103088,8.00,8,10
295,0.099707,0.171317,8.00,8,10
296,0.074156,0.096645,8.00,8,10
297,0.072822,0.093539,8.00,8,10
298,0.073768,0.097737,8.00,8,10
299,0.101774,0.132773,8.00,8,10
300,0.105412,0.130591,8.00,8,10
301,0.101770,0.134974,8.00,8,10
302,0.105965,0.134974,8.00,8,10
303,0.099167,0.144150,8.00,8,10
304,0.082790,0.114031,7.90,8,10
305,0.088572,0.120772,8.00,8,10
306,0.087016,0.112358,8.00,8,10
307,0.086912,0.113574,8.00,8,10
308,0.082680,0.110084,8.00,8,10
309,0.084355,0.112971,8.00,8,10
310,0.090651,0.115392,8.00,8,10
311,0.086861,0.123995,8.00,8,10
312,0.104091,0.140701,7.90,8,10
313,0.106990,0.135390,8.00,8,10
314,0.108555,0.135451,8.00,8,10
315,0.102013,0.127979,8.00,8,10
316,0.106186,0.128924,8.00,8,10
317,0.106976,0.136162,8.00,8,10
318,0.085796,0.102065,8.00,8,10
319,0.092841,0.131349,8.00,8,10
320,0.112297,0.135697,8.00,8,10
321,0.105968,0.133709,8.00,8,10
322,0.107230,0.133381,8.00,8,10
323,0.114790,0.140052,8.00,8,10
324,0.107917,0.137519,8.00,8,10
325,0.111379,0.138699,8.00,8,10
326,0.102692,0.138104,8.00,8,10
327,0.086174,0.119781,8.00,8,10
328,0.077673,0.094859,8.00,8,10
329,0.078271,0.098057,8.00,8,10
330,0.075465,0.093620,8.00,8,10
331,0.078503,0.095370,8.00,8,10
332,0.078279,0.096145,8.00,8,10
333,0.079993,0.105965,8.00,8,10
334,0.079017,0.100044,8.00,8,10
335,0.081107,0.096952,8.00,8,10
336,0.080474,0.100328,8.00,8,10
337,0.087272,0.126619,8.00,8,10
338,0.110618,0.135526,8.00,8,10
339,0.114677,0.135805,8.00,8,10
340,0.111159,0.133761,8.00,8,10
341,0.113654,0.138208,8.00,8,10
342,0.115190,0.136670,8.00,8,10
343,0.099674,0.121669,8.00,8,10
344,0.094064,0.125130,8.00,8,10
345,0.093142,0.123482,8.00,8,10
346,0.110752,0.140637,8.00,8,10
347,0.122657,0.143190,8.00,8,10
348,0.115668,0.143420,8.00,8,10
349,0.117115,0.140949,8.00,8,10
350,0.121891,0.140366,8.00,8,10
351,0.118001,0.144708,8.00,8,10
352,0.120201,0.146388,8.00,8,10
353,0.122593,0.141092,8.00,8,10
354,0.122455,0.141108,8.00,8,10
355,0.121085,0.145494,8.00,8,10
356,0.125043,0.148553,8.00,8,10
357,0.127566,0.146943,8.00,8,10
358,0.118804,0.143949,8.00,8,10
359,0.127709,0.158148,8.00,8,10
360,0.129453,0.152111,8.00,8,10
361,0.117830,0.147769,8.00,8,10
362,0.099074,0.123106,8.00,8,10
363,0.100819,0.129637,8.00,8,10
364,0.100634,0.134360,8.00,8,10
365,0.093082,0.119716,8.00,8,10
366,0.115010,0.142544,8.00,8,10
367,0.120074,0.140922,8.00,8,10
368,0.120011,0.141818,8.00,8,10
369,0.121697,0.147845,8.00,8,10
370,0.121201,0.145558,8.00,8,10
371,0.124651,0.156306,8.00,8,10
372,0.131228,0.157913,8.00,8,10
373,0.124648,0.145245,8.00,8,10
374,0.131138,0.157265,8.00,8,10
375,0.126233,0.153826,8.00,8,10
376,0.125712,0.148765,8.00,8,10
377,0.131316,0.153541,8.00,8,10
378,0.128332,0.150101,8.00,8,10
379,0.133463,0.165839,8.00,8,10
380,0.127037,0.159302,8.00,8,10
381,0.124067,0.152196,8.00,8,10
382,0.091061,0.116776,8.00,8,10
383,0.096075,0.113443,8.00,8,10
384,0.093021,0.107123,8.00,8,10
385,0.098098,0.112716,8.10,9,10
386,0.084286,0.087244,8.00,8,10
387,0.092578,0.110192,8.00,8,10
388,0.088409,0.107676,8.00,8,10
389,0.090869,0.108198,8.00,8,10
390,0.094688,0.108910,8.00,8,10
391,0.094196,0.110272,8.10,9,10
392,0.095831,0.107181,8.00,8,10
393,0.096670,0.112233,8.00,8,10
394,0.098890,0.109346,8.00,8,10
395,0.095413,0.122029,8.00,8,10
396,0.100114,0.115841,8.00,8,10
