Size,AvgCPUTime_s,MaxCPUTime_s,AvgCost,MaxCost,InstanceCount
397,0.095487,0.108762,8.00,8,10
398,0.088786,0.109579,8.00,8,10
399,0.109503,0.121355,8.10,9,10
400,0.087627,0.090278,8.00,8,10
401,0.101477,0.109462,8.00,8,10
402,0.091124,0.109272,8.00,8,10
403,0.104954,0.125355,8.00,8,10
404,0.107989,0.114579,8.00,8,10
405,0.095251,0.114295,8.00,8,10
406,0.098177,0.114424,8.00,8,10
407,0.101165,0.116090,8.10,9,10
408,0.090839,0.109420,8.00,8,10
409,0.134259,0.169420,8.00,8,10
410,0.161014,0.174914,8.10,9,10
411,0.157042,0.180198,8.00,8,10
412,0.131192,0.133631,8.00,8,10
413,0.152740,0.168062,8.00,8,10
414,0.165069,0.171850,8.10,9,10
415,0.161205,0.168372,8.10,9,10
416,0.165161,0.176330,8.20,9,10
417,0.164478,0.181049,8.10,9,10
418,0.165768,0.174263,8.00,8,10
419,0.161959,0.172339,8.10,9,10
420,0.155190,0.180390,8.10,9,10
421,0.134076,0.160677,8.10,9,10
422,0.141001,0.164095,8.00,8,10
423,0.134159,0.140803,8.20,9,10
424,0.145524,0.167002,8.10,9,10
425,0.146653,0.167880,8.00,8,10
426,0.165436,0.170430,8.00,8,10
427,0.153553,0.172072,8.00,8,10
428,0.147378,0.177319,8.20,9,10
429,0.140731,0.170127,8.10,9,10
430,0.157460,0.170398,8.20,9,10
431,0.137341,0.139567,8.00,8,10
432,0.141602,0.175536,8.10,9,10
433,0.133841,0.177053,8.10,9,10
434,0.122277,0.156547,8.10,9,10
435,0.138535,0.171003,8.10,9,10
436,0.147847,0.176136,8.00,8,10
437,0.146105,0.168260,8.00,8,10
438,0.113904,0.158038,8.20,9,10
439,0.130945,0.172404,8.10,9,10
440,0.147321,0.171674,8.30,9,10
441,0.144601,0.169673,8.10,9,10
442,0.153566,0.174678,8.20,9,10
443,0.132960,0.141189,8.10,9,10
444,0.106986,0.130808,8.20,9,10
445,0.107951,0.123674,8.10,9,10
446,0.112053,0.121599,8.00,8,10
447,0.133573,0.150534,8.20,9,10
448,0.097334,0.101646,8.20,9,10
449,0.105494,0.133093,8.00,8,10
450,0.107712,0.123486,8.10,9,10
451,0.102497,0.122251,8.30,9,10
452,0.113192,0.131951,8.30,9,10
453,0.113696,0.171509,8.40,9,10
454,0.109721,0.126325,8.20,9,10
455,0.102129,0.124403,8.10,9,10
456,0.114014,0.128508,8.20,9,10
457,0.105967,0.121287,8.10,9,10
458,0.105869,0.122677,8.00,8,10
459,0.103916,0.131763,8.10,9,10
460,0.118313,0.150130,8.20,9,10
461,0.114430,0.140740,8.50,9,10
462,0.111493,0.124275,8.30,9,10
463,0.117082,0.156682,8.30,9,10
464,0.119398,0.131885,8.40,9,10
465,0.111769,0.126913,8.00,8,10
466,0.112648,0.143154,8.40,9,10
467,0.165121,0.182720,8.70,9,10
468,0.158665,0.170354,8.30,9,10
469,0.155131,0.179493,8.20,9,10
470,0.156603,0.169957,8.20,9,10
471,0.167099,0.195177,8.60,9,10
472,0.161511,0.180635,8.60,9,10
473,0.163626,0.185275,8.50,9,10
474,0.162230,0.187080,8.60,9,10
475,0.158586,0.180862,8.30,9,10
476,0.162759,0.184296,8.30,9,10
477,0.164513,0.185121,8.60,9,10
478,0.162307,0.181839,8.20,9,10
479,0.169719,0.202373,8.50,9,10
480,0.161573,0.183616,8.50,9,10
481,0.164320,0.177965,8.40,9,10
482,0.164745,0.184168,8.30,9,10
483,0.157790,0.183566,8.40,9,10
484,0.165052,0.186946,8.40,9,10
485,0.165064,0.185423,8.40,9,10
486,0.167687,0.188627,8.60,9,10
487,0.163941,0.185202,8.50,9,10
488,0.171768,0.192685,8.30,9,10
489,0.164290,0.186721,8.40,9,10
490,0.168917,0.185685,8.70,9,10
491,0.170919,0.189815,8.50,9,10
492,0.170703,0.184087,8.70,9,10
493,0.167377,0.186067,8.70,9,10
494,0.166980,0.189584,8.70,9,10
495,0.165591,0.184860,8.40,9,10
496,0.126636,0.181992,8.70,9,10
497,0.121340,0.134406,8.80,9,10
498,0.149887,0.187738,8.50,9,10
499,0.170544,0.191862,8.60,9,10
500,0.175684,0.199389,8.40,9,10
501,0.168781,0.192234,8.70,9,10
502,0.175587,0.188719,8.50,9,10
503,0.152371,0.181229,8.50,9,10
504,0.147270,0.176900,8.70,9,10
505,0.150900,0.163548,8.70,9,10
506,0.152188,0.189197,8.70,9,10
507,0.172668,0.193461,8.50,9,10
508,0.175629,0.193269,8.80,9,10
509,0.175680,0.198711,8.70,9,10
510,0.180679,0.199382,8.70,9,10
511,0.180314,0.206112,8.60,9,10
512,0.184973,0.202461,8.70,9,10
513,0.180123,0.196765,8.80,9,10
514,0.180105,0.194800,8.60,9,10
515,0.178909,0.195980,8.70,9,10
516,0.180769,0.203483,8.90,9,10
517,0.182906,0.210605,8.60,9,10
518,0.181834,0.201461,8.50,9,10
519,0.151064,0.194886,8.50,9,10
520,0.155057,0.205069,8.50,9,10
521,0.168436,0.199932,8.90,9,10
522,0.171568,0.206187,8.70,9,10
523,0.140829,0.202150,8.80,9,10
524,0.178282,0.214608,8.90,9,10
525,0.171049,0.194078,8.30,9,10
526,0.182133,0.204848,8.60,9,10
527,0.177470,0.205782,8.70,9,10
528,0.174299,0.196859,8.60,9,10
529,0.187609,0.208877,8.70,9,10
530,0.193455,0.212863,8.60,9,10
531,0.178177,0.196798,8.30,9,10
532,0.185174,0.207518,8.60,9,10
533,0.193198,0.217820,8.90,9,10
534,0.170362,0.218985,8.90,9,10
535,0.172319,0.213795,8.80,9,10
536,0.162079,0.190714,8.80,9,10
537,0.139694,0.162193,8.60,9,10
538,0.141020,0.162955,8.90,9,10
539,0.143861,0.162491,8.80,9,10
540,0.148897,0.182206,8.90,9,10
541,0.145394,0.170488,8.80,9,10
542,0.139787,0.159153,8.90,9,10
543,0.137544,0.150294,8.70,9,10
544,0.136882,0.150731,8.90,9,10
545,0.152530,0.221675,8.70,9,10
546,0.199468,0.223277,8.70,9,10
547,0.156294,0.172635,8.90,9,10
548,0.138536,0.168000,8.70,9,10
549,0.146656,0.167726,8.90,9,10
550,0.167661,0.215635,8.80,9,10
551,0.198648,0.218802,9.00,9,10
552,0.206843,0.229768,9.00,9,10
553,0.194188,0.225500,8.80,9,10
554,0.188611,0.228894,9.00,9,10
555,0.203252,0.226570,8.80,9,10
556,0.201813,0.221799,9.00,9,10
557,0.202444,0.223671,9.00,9,10
558,0.195533,0.222262,8.60,9,10
559,0.200847,0.223879,8.90,9,10
560,0.202625,0.222474,8.70,9,10
561,0.203415,0.229293,8.70,9,10
562,0.199807,0.216352,8.60,9,10
563,0.198955,0.218217,8.90,9,10
564,0.150599,0.173030,9.00,9,10
565,0.143216,0.152451,8.90,9,10
566,0.141471,0.154840,8.80,9,10
567,0.145733,0.166105,9.00,9,10
568,0.142630,0.157806,8.80,9,10
569,0.144255,0.156724,8.90,9,10
570,0.153107,0.175855,8.90,9,10
571,0.170899,0.192191,8.90,9,10
572,0.182557,0.218548,8.90,9,10
573,0.205225,0.231515,9.00,9,10
574,0.207269,0.221578,8.70,9,10
575,0.204565,0.222757,8.80,9,10
576,0.204433,0.218380,8.90,9,10
577,0.203531,0.220232,9.00,9,10
578,0.201525,0.226537,8.80,9,10
579,0.145335,0.163809,9.00,9,10
580,0.144327,0.151453,8.70,9,10
581,0.148610,0.174545,8.80,9,10
582,0.146063,0.163780,8.90,9,10
583,0.151260,0.166624,8.90,9,10
584,0.156402,0.186307,8.90,9,10
585,0.156072,0.219848,9.00,9,10
586,0.189088,0.222441,8.90,9,10
587,0.206111,0.229085,9.00,9,10
588,0.222288,0.232814,9.00,9,10
589,0.218925,0.237259,9.00,9,10
590,0.216946,0.228057,9.00,9,10
591,0.218359,0.230679,8.90,9,10
592,0.223091,0.240841,8.80,9,10
593,0.217878,0.240543,8.90,9,10
594,0.217160,0.228865,8.90,9,10
595,0.216531,0.229742,9.00,9,10
596,0.213949,0.237675,8.80,9,10
597,0.186586,0.208819,8.90,9,10
598,0.193052,0.211008,8.90,9,10
599,0.188671,0.206384,9.00,9,10
600,0.191693,0.206806,9.00,9,10
601,0.189143,0.213075,8.90,9,10
602,0.183096,0.210891,8.90,9,10
603,0.192630,0.204342,9.00,9,10
604,0.169789,0.189004,9.00,9,10
605,0.156065,0.170042,8.80,9,10
606,0.204708,0.248358,8.80,9,10
607,0.228628,0.249638,9.00,9,10
608,0.221383,0.234117,9.00,9,10
609,0.223474,0.243527,9.00,9,10
610,0.229562,0.244326,9.00,9,10
611,0.229003,0.242388,9.00,9,10
612,0.225836,0.250396,9.00,9,10
613,0.225834,0.235772,9.00,9,10
614,0.225932,0.237856,8.90,9,10
615,0.231040,0.246866,9.00,9,10
616,0.241365,0.260230,9.00,9,10
617,0.201835,0.239482,8.90,9,10
618,0.189581,0.206912,9.00,9,10
619,0.188500,0.241491,9.00,9,10
620,0.208346,0.253014,9.00,9,10
621,0.224240,0.238807,8.80,9,10
622,0.230635,0.241882,9.00,9,10
623,0.229047,0.241388,9.00,9,10
624,0.230755,0.251718,8.90,9,10
625,0.232812,0.251876,9.00,9,10
626,0.242562,0.254854,9.00,9,10
627,0.235119,0.247542,9.00,9,10
628,0.234562,0.248696,9.00,9,10
629,0.234544,0.256651,8.90,9,10
630,0.235573,0.242050,9.00,9,10
631,0.223800,0.251610,9.00,9,10
632,0.201886,0.218436,9.00,9,10
633,0.203128,0.215874,9.00,9,10
634,0.220603,0.255067,9.00,9,10
635,0.238448,0.252169,9.00,9,10
636,0.244535,0.252298,9.00,9,10
637,0.242008,0.252316,9.00,9,10
638,0.233540,0.246892,9.00,9,10
639,0.245640,0.257079,9.00,9,10
640,0.242491,0.252769,9.00,9,10
641,0.230113,0.245571,8.90,9,10
642,0.242538,0.251763,9.00,9,10
643,0.243838,0.253391,9.00,9,10
644,0.240875,0.262136,9.00,9,10
645,0.242712,0.253270,8.90,9,10
646,0.253507,0.268095,9.00,9,10
647,0.258796,0.278641,9.00,9,10
648,0.255640,0.277260,9.00,9,10
649,0.261662,0.266836,9.00,9,10
650,0.233231,0.263469,9.00,9,10
651,0.212835,0.231734,9.00,9,10
652,0.196033,0.213752,9.00,9,10
653,0.201174,0.216246,9.00,9,10
654,0.218035,0.240218,9.00,9,10
655,0.239570,0.262736,9.00,9,10
656,0.249293,0.270536,9.00,9,10
657,0.247558,0.258468,9.00,9,10
658,0.257995,0.264708,9.00,9,10
659,0.259624,0.267145,9.00,9,10
660,0.254431,0.269696,9.00,9,10
661,0.217045,0.230494,9.00,9,10
662,0.200677,0.218223,8.90,9,10
663,0.211429,0.240422,9.00,9,10
664,0.232836,0.259552,8.90,9,10
665,0.246835,0.263175,8.90,9,10
666,0.253764,0.256836,9.00,9,10
667,0.252391,0.257070,9.00,9,10
668,0.254055,0.263438,9.00,9,10
669,0.258275,0.268632,9.00,9,10
670,0.255892,0.275165,8.90,9,10
671,0.249252,0.268471,9.00,9,10
672,0.238039,0.260912,9.00,9,10
673,0.244586,0.267423,9.00,9,10
674,0.245998,0.261524,9.00,9,10
675,0.259175,0.276493,8.90,9,10
676,0.263766,0.275308,9.00,9,10
677,0.267466,0.273874,9.00,9,10
678,0.227174,0.275147,9.00,9,10
679,0.233936,0.243193,9.00,9,10
680,0.218134,0.225616,9.00,9,10
681,0.216526,0.274382,9.00,9,10
682,0.246601,0.270905,9.00,9,10
683,0.253254,0.269891,9.00,9,10
684,0.250039,0.276260,9.00,9,10
685,0.242016,0.269595,9.00,9,10
686,0.245310,0.264275,9.00,9,10
687,0.221768,0.236148,9.00,9,10
688,0.233175,0.262002,9.00,9,10
689,0.249202,0.265822,9.00,9,10
690,0.251839,0.268876,8.90,9,10
691,0.250519,0.270629,9.00,9,10
692,0.257962,0.273004,9.00,9,10
693,0.232802,0.270300,9.00,9,10
694,0.235401,0.241283,9.00,9,10
695,0.228064,0.260030,9.00,9,10
696,0.235600,0.268639,8.90,9,10
697,0.243666,0.284611,9.00,9,10
698,0.241298,0.263761,9.00,9,10
699,0.252922,0.276535,9.00,9,10
700,0.230719,0.241494,9.00,9,10
701,0.237872,0.279327,9.00,9,10
702,0.241117,0.274919,9.00,9,10
703,0.250183,0.282027,9.00,9,10
704,0.255091,0.280128,9.00,9,10
705,0.256507,0.280026,9.00,9,10
706,0.232721,0.242958,9.00,9,10
707,0.245099,0.284754,9.00,9,10
708,0.255741,0.281225,9.00,9,10
709,0.264216,0.278263,9.00,9,10
710,0.255476,0.275790,9.00,9,10
711,0.247750,0.287030,9.00,9,10
712,0.258942,0.281838,9.00,9,10
713,0.261431,0.338125,9.00,9,10
714,0.252083,0.281361,9.00,9,10
715,0.258065,0.275178,9.00,9,10
716,0.248658,0.278222,9.00,9,10
717,0.246973,0.277249,9.00,9,10
