Size,AvgCPUTime_s,MaxCPUTime_s,AvgCost,MaxCost,InstanceCount
978,0.414690,0.460119,9.40,10,10
979,0.406169,0.429619,9.30,10,10
980,0.426134,0.467714,9.40,10,10
981,0.418757,0.457620,9.50,10,10
982,0.427819,0.468754,9.50,10,10
983,0.419438,0.470157,9.30,10,10
984,0.406813,0.458405,9.40,10,10
985,0.411115,0.461977,9.30,10,10
986,0.374101,0.422420,9.60,10,10
987,0.360865,0.459010,9.60,10,10
988,0.414184,0.498652,9.40,10,10
989,0.420598,0.453300,9.40,10,10
990,0.416595,0.466749,9.30,10,10
991,0.417328,0.457274,9.30,10,10
992,0.417045,0.491583,9.20,10,10
993,0.424349,0.475318,9.40,10,10
994,0.427664,0.489104,9.50,10,10
995,0.413739,0.460023,9.50,10,10
996,0.369656,0.419153,9.70,10,10
997,0.390589,0.445370,9.60,10,10
998,0.415388,0.448201,9.40,10,10
999,0.412652,0.455736,9.30,10,10
1000,0.430645,0.459383,9.30,10,10
